区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,5200051D1021,柴胡桂枝湯エキス,１ｇ,,,,オースギ柴胡桂枝湯エキスＧ,大杉製薬,,,,14.70 ,,
内用薬,5200051D1064,柴胡桂枝湯エキス,１ｇ,,,,ＪＰＳ柴胡桂枝湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,19.40 ,,
内用薬,5200051D1072,柴胡桂枝湯エキス,１ｇ,,,,太虎堂の柴胡桂枝湯エキス顆粒,太虎精堂製薬,,,,12.60 ,,
内用薬,5200051D1080,柴胡桂枝湯エキス,１ｇ,,,,ツムラ柴胡桂枝湯エキス顆粒（医療用）,ツムラ,,,,24.40 ,,
内用薬,5200051D1099,柴胡桂枝湯エキス,１ｇ,,,,テイコク柴胡桂枝湯エキス顆粒,帝國漢方製薬,,,,10.00 ,,
内用薬,5200051F1049,柴胡桂枝湯エキス,１錠,,,,クラシエ柴胡桂枝湯エキス錠,大峰堂薬品工業,,,,8.10 ,,
内用薬,5200052C1020,柴胡桂枝乾姜湯エキス,１ｇ,,,,コタロー柴胡桂枝乾姜湯エキス細粒,小太郎漢方製薬,,,,18.40 ,,
内用薬,5200052D1026,柴胡桂枝乾姜湯エキス,１ｇ,,,,太虎堂の柴胡桂枝乾姜湯エキス顆粒,太虎精堂製薬,,,,10.70 ,,
内用薬,5200052D1034,柴胡桂枝乾姜湯エキス,１ｇ,,,,ツムラ柴胡桂枝乾姜湯エキス顆粒（医療用）,ツムラ,,,,18.90 ,,
内用薬,5200052D1042,柴胡桂枝乾姜湯エキス,１ｇ,,,,テイコク柴胡桂枝乾姜湯エキス顆粒,帝國漢方製薬,,,,8.40 ,,
内用薬,5200052D1069,柴胡桂枝乾姜湯エキス,１ｇ,,,,本草柴胡桂枝乾姜湯エキス顆粒－Ｍ,本草製薬,,,,8.70 ,,
内用薬,5200053C1025,柴胡清肝湯エキス,１ｇ,,,,コタロー柴胡清肝湯エキス細粒,小太郎漢方製薬,,,,12.50 ,,
内用薬,5200053D1020,柴胡清肝湯エキス,１ｇ,,,,ツムラ柴胡清肝湯エキス顆粒（医療用）,ツムラ,,,,20.80 ,,
内用薬,5200053D1039,柴胡清肝湯エキス,１ｇ,,,,テイコク柴胡清肝湯エキス顆粒,帝國漢方製薬,,,,11.50 ,,
内用薬,5200054C1038,柴朴湯エキス,１ｇ,,,,クラシエ柴朴湯エキス細粒,大峰堂薬品工業,,,,30.40 ,,
内用薬,5200054D1033,柴朴湯エキス,１ｇ,,,,ツムラ柴朴湯エキス顆粒（医療用）,ツムラ,,,,34.20 ,,
内用薬,5200055C1032,柴苓湯エキス,１ｇ,,,,クラシエ柴苓湯エキス細粒,大峰堂薬品工業,,,,47.70 ,,
内用薬,5200055D1020,柴苓湯エキス,１ｇ,,,,ツムラ柴苓湯エキス顆粒（医療用）,ツムラ,,,,45.30 ,,
内用薬,5200056D1024,酸棗仁湯エキス,１ｇ,,,,オースギ酸棗仁湯エキスＧ,大杉製薬,,,,8.60 ,,
内用薬,5200056D1032,酸棗仁湯エキス,１ｇ,,,,ツムラ酸棗仁湯エキス顆粒（医療用）,ツムラ,,,,10.90 ,,
内用薬,5200057C1031,三黄瀉心湯エキス,１ｇ,,,,コタロー三黄瀉心湯エキス細粒,小太郎漢方製薬,,,,13.00 ,,
内用薬,5200057C1058,三黄瀉心湯エキス,１ｇ,,,,クラシエ三黄瀉心湯エキス細粒,クラシエ製薬,,,,14.20 ,,
内用薬,5200057D1029,三黄瀉心湯エキス,１ｇ,,,,オースギ三黄瀉心湯エキスＧ,大杉製薬,,,,23.30 ,,
内用薬,5200057D1053,三黄瀉心湯エキス,１ｇ,,,,ＪＰＳ三黄瀉心湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,22.70 ,,
内用薬,5200057D1061,三黄瀉心湯エキス,１ｇ,,,,太虎堂の三黄瀉心湯エキス顆粒,太虎精堂製薬,,,,13.90 ,,
内用薬,5200057D1070,三黄瀉心湯エキス,１ｇ,,,,ツムラ三黄瀉心湯エキス顆粒（医療用）,ツムラ,,,,13.30 ,,
内用薬,5200057D1088,三黄瀉心湯エキス,１ｇ,,,,テイコク三黄瀉心湯エキス顆粒,帝國漢方製薬,,,,6.50 ,,
内用薬,5200057D1096,三黄瀉心湯エキス,１ｇ,,,,本草三黄瀉心湯エキス顆粒－Ｍ,本草製薬,,,,6.50 ,,
内用薬,5200057M1029,三黄瀉心湯エキス,１カプセル,,,,コタロー三黄瀉心湯エキスカプセル,小太郎漢方製薬,,,,27.70 ,,
内用薬,5200058D1023,三物黄ごん湯エキス,１ｇ,,,,ツムラ三物黄ごん湯エキス顆粒（医療用）,ツムラ,,,,7.50 ,,
内用薬,5200059D1036,滋陰降火湯エキス,１ｇ,,,,ツムラ滋陰降火湯エキス顆粒（医療用）,ツムラ,,,,10.80 ,,
内用薬,5200060D1020,滋陰至宝湯エキス,１ｇ,,,,ツムラ滋陰至宝湯エキス顆粒（医療用）,ツムラ,,,,15.30 ,,
内用薬,5200061D1025,四逆散エキス,１ｇ,,,,ツムラ四逆散エキス顆粒（医療用）,ツムラ,,,,16.90 ,,
内用薬,5200062C1024,四君子湯エキス,１ｇ,,,,〔東洋〕四君子湯エキス細粒,東洋薬行,,,,20.40 ,,
内用薬,5200062D1020,四君子湯エキス,１ｇ,,,,ツムラ四君子湯エキス顆粒（医療用）,ツムラ,,,,18.80 ,,
内用薬,5200062F1020,四君子湯エキス,１錠,,,,オースギ四君子湯エキス錠,大杉製薬,,,,7.20 ,,
内用薬,5200063C1029,梔子柏皮湯エキス,１ｇ,,,,コタロー梔子柏皮湯エキス細粒,小太郎漢方製薬,,,,8.00 ,,
内用薬,5200064C1023,七物降下湯エキス,１ｇ,,,,〔東洋〕七物降下湯エキス細粒,東洋薬行,,,,6.90 ,,
内用薬,5200064D1029,七物降下湯エキス,１ｇ,,,,オースギ七物降下湯エキスＧ,大杉製薬,,,,6.40 ,,
内用薬,5200064D1045,七物降下湯エキス,１ｇ,,,,ツムラ七物降下湯エキス顆粒（医療用）,ツムラ,,,,8.70 ,,
内用薬,5200065C1036,四物湯エキス,１ｇ,,,,コタロー四物湯エキス細粒,小太郎漢方製薬,,,,8.20 ,,
内用薬,5200065C1044,四物湯エキス,１ｇ,,,,ジュンコウ　四物湯ＦＣエキス細粒　医療用,康和薬通,,,,6.50 ,,
内用薬,5200065C1052,四物湯エキス,１ｇ,,,,クラシエ四物湯エキス細粒,クラシエ製薬,,,,8.80 ,,
内用薬,5200065D1023,四物湯エキス,１ｇ,,,,太虎堂の四物湯エキス顆粒,太虎精堂製薬,,,,6.50 ,,
内用薬,5200065D1031,四物湯エキス,１ｇ,,,,ツムラ四物湯エキス顆粒（医療用）,ツムラ,,,,8.20 ,,
内用薬,5200065D1040,四物湯エキス,１ｇ,,,,テイコク四物湯エキス顆粒,帝國漢方製薬,,,,6.30 ,,
内用薬,5200065D1066,四物湯エキス,１ｇ,,,,本草四物湯エキス顆粒－Ｍ,本草製薬,,,,5.20 ,,
内用薬,5200065F1059,四物湯エキス,１錠,,,,クラシエ四物湯エキス錠,大峰堂薬品工業,,,,4.10 ,,
内用薬,5200066C1022,炙甘草湯エキス,１ｇ,,,,コタロー炙甘草湯エキス細粒,小太郎漢方製薬,,,,9.80 ,,
内用薬,5200066D1036,炙甘草湯エキス,１ｇ,,,,ツムラ炙甘草湯エキス顆粒（医療用）,ツムラ,,,,17.80 ,,
内用薬,5200067C1035,芍薬甘草湯エキス,１ｇ,,,,コタロー芍薬甘草湯エキス細粒,小太郎漢方製薬,,,,6.80 ,,
内用薬,5200067C1043,芍薬甘草湯エキス,１ｇ,,,,ジュンコウ　芍薬甘草湯ＦＣエキス細粒　医療用,康和薬通,,,,11.20 ,,
内用薬,5200067C1051,芍薬甘草湯エキス,１ｇ,,,,〔東洋〕芍薬甘草湯エキス細粒,東洋薬行,,,,9.10 ,,
内用薬,5200067C1060,芍薬甘草湯エキス,１ｇ,,,,クラシエ芍薬甘草湯エキス細粒,クラシエ製薬,,,,7.90 ,,
内用薬,5200067D1049,芍薬甘草湯エキス,１ｇ,,,,ツムラ芍薬甘草湯エキス顆粒（医療用）,ツムラ,,,,6.90 ,,
内用薬,5200067D1057,芍薬甘草湯エキス,１ｇ,,,,テイコク芍薬甘草湯エキス顆粒,帝國漢方製薬,,,,5.30 ,,
内用薬,5200067D1065,芍薬甘草湯エキス,１ｇ,,,,本草芍薬甘草湯エキス顆粒－Ｍ,本草製薬,,,,5.30 ,,
内用薬,5200068C1021,芍薬甘草附子湯エキス,１ｇ,,,,三和芍薬甘草附子湯エキス細粒,三和生薬,,,,13.00 ,,
内用薬,5200069C1034,十全大補湯エキス,１ｇ,,,,コタロー十全大補湯エキス細粒,小太郎漢方製薬,,,,7.00 ,,
内用薬,5200069C1042,十全大補湯エキス,１ｇ,,,,三和十全大補湯エキス細粒,三和生薬,,,,12.00 ,,
内用薬,5200069C1050,十全大補湯エキス,１ｇ,,,,ジュンコウ　十全大補湯ＦＣエキス細粒　医療用,康和薬通,,,,16.60 ,,
内用薬,5200069C1069,十全大補湯エキス,１ｇ,,,,〔東洋〕十全大補湯エキス細粒,東洋薬行,,,,11.70 ,,
内用薬,5200069C1077,十全大補湯エキス,１ｇ,,,,クラシエ十全大補湯エキス細粒,大峰堂薬品工業,,,,14.70 ,,
内用薬,5200069D1021,十全大補湯エキス,１ｇ,,,,オースギ十全大補湯エキスＧ,大杉製薬,,,,7.80 ,,
内用薬,5200069D1048,十全大補湯エキス,１ｇ,,,,ツムラ十全大補湯エキス顆粒（医療用）,ツムラ,,,,18.60 ,,
内用薬,5200069D1056,十全大補湯エキス,１ｇ,,,,テイコク十全大補湯エキス顆粒,帝國漢方製薬,,,,7.80 ,,
内用薬,5200069D1072,十全大補湯エキス,１ｇ,,,,本草十全大補湯エキス顆粒－Ｍ,本草製薬,,,,7.80 ,,
内用薬,5200070C1037,十味敗毒湯エキス,１ｇ,,,,コタロー十味敗毒湯エキス細粒,小太郎漢方製薬,,,,13.60 ,,
内用薬,5200070C1045,十味敗毒湯エキス,１ｇ,,,,三和十味敗毒湯エキス細粒,三和生薬,,,,9.50 ,,
内用薬,5200070C1053,十味敗毒湯エキス,１ｇ,,,,〔東洋〕十味敗毒湯エキス細粒,東洋薬行,,,,13.60 ,,
内用薬,5200070C1061,十味敗毒湯エキス,１ｇ,,,,クラシエ十味敗毒湯エキス細粒,クラシエ製薬,,,,13.30 ,,
内用薬,5200070D1024,十味敗毒湯エキス,１ｇ,,,,オースギ十味敗毒湯エキスＧ,大杉製薬,,,,11.50 ,,
内用薬,5200070D1059,十味敗毒湯エキス,１ｇ,,,,ＪＰＳ十味敗毒湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,10.50 ,,
内用薬,5200070D1091,十味敗毒湯エキス,１ｇ,,,,太虎堂の十味敗毒湯エキス顆粒,太虎精堂製薬,,,,11.00 ,,
内用薬,5200070D1105,十味敗毒湯エキス,１ｇ,,,,ツムラ十味敗毒湯エキス顆粒（医療用）,ツムラ,,,,14.30 ,,
内用薬,5200070D1113,十味敗毒湯エキス,１ｇ,,,,テイコク十味敗毒湯エキス顆粒,帝國漢方製薬,,,,6.50 ,,
内用薬,5200070D1130,十味敗毒湯エキス,１ｇ,,,,本草十味敗毒湯エキス顆粒－Ｍ,本草製薬,,,,6.30 ,,
内用薬,5200070F1033,十味敗毒湯エキス,１錠,,,,クラシエ十味敗毒湯エキス錠,大峰堂薬品工業,,,,5.90 ,,
内用薬,5200071D1029,潤腸湯エキス,１ｇ,,,,太虎堂の潤腸湯エキス顆粒,太虎精堂製薬,,,,9.20 ,,
内用薬,5200071D1037,潤腸湯エキス,１ｇ,,,,ツムラ潤腸湯エキス顆粒（医療用）,ツムラ,,,,9.20 ,,
内用薬,5200072C1028,小建中湯エキス,１ｇ,,,,コタロー小建中湯エキス細粒,小太郎漢方製薬,,,,4.40 ,,
内用薬,5200072D1023,小建中湯エキス,１ｇ,,,,オースギ小建中湯エキスＧ,大杉製薬,,,,4.00 ,,
内用薬,5200072D1058,小建中湯エキス,１ｇ,,,,ツムラ小建中湯エキス顆粒（医療用）,ツムラ,,,,7.00 ,,
内用薬,5200073C1030,小柴胡湯エキス,１ｇ,,,,コタロー小柴胡湯エキス細粒,小太郎漢方製薬,,,,23.20 ,,
内用薬,5200073C1049,小柴胡湯エキス,１ｇ,,,,三和小柴胡湯エキス細粒,三和生薬,,,,18.70 ,,
内用薬,5200073C1057,小柴胡湯エキス,１ｇ,,,,ジュンコウ　小柴胡湯ＦＣエキス細粒　医療用,康和薬通,,,,37.90 ,,
内用薬,5200073C1065,小柴胡湯エキス,１ｇ,,,,〔東洋〕小柴胡湯エキス細粒,東洋薬行,,,,18.70 ,,
内用薬,5200073C1081,小柴胡湯エキス,１ｇ,,,,クラシエ小柴胡湯エキス細粒,クラシエ製薬,,,,30.80 ,,
内用薬,5200073D1028,小柴胡湯エキス,１ｇ,,,,オースギ小柴胡湯エキスＧ,大杉製薬,,,,20.30 ,,
内用薬,5200073D1087,小柴胡湯エキス,１ｇ,,,,ＪＰＳ小柴胡湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,20.30 ,,
内用薬,5200073D1109,小柴胡湯エキス,１ｇ,,,,太虎堂の小柴胡湯エキス顆粒,太虎精堂製薬,,,,24.30 ,,
内用薬,5200073D1117,小柴胡湯エキス,１ｇ,,,,ツムラ小柴胡湯エキス顆粒（医療用）,ツムラ,,,,29.70 ,,
内用薬,5200073D1125,小柴胡湯エキス,１ｇ,,,,テイコク小柴胡湯エキス顆粒,帝國漢方製薬,,,,14.50 ,,
内用薬,5200073D1150,小柴胡湯エキス,１ｇ,,,,本草小柴胡湯エキス顆粒－Ｍ,本草製薬,,,,12.10 ,,
内用薬,5200073F1029,小柴胡湯エキス,１錠,,,,オースギ小柴胡湯エキスＴ錠,大杉製薬,,,,8.50 ,,
内用薬,5200073F1061,小柴胡湯エキス,１錠,,,,クラシエ小柴胡湯エキス錠,大峰堂薬品工業,,,,12.00 ,,
内用薬,5200074D1022,小柴胡湯加桔梗石膏エキス,１ｇ,,,,ツムラ小柴胡湯加桔梗石膏エキス顆粒（医療用）,ツムラ,,,,37.50 ,,
内用薬,5200075C1030,小青竜湯エキス,１ｇ,,,,コタロー小青竜湯エキス細粒,小太郎漢方製薬,,,,12.00 ,,
内用薬,5200075C1048,小青竜湯エキス,１ｇ,,,,三和小青竜湯エキス細粒,三和生薬,,,,10.30 ,,
内用薬,5200075C1056,小青竜湯エキス,１ｇ,,,,クラシエ小青竜湯エキス細粒,クラシエ製薬,,,,18.20 ,,
内用薬,5200075D1027,小青竜湯エキス,１ｇ,,,,オースギ小青竜湯エキスＧ,大杉製薬,,,,9.20 ,,
内用薬,5200075D1060,小青竜湯エキス,１ｇ,,,,ＪＰＳ小青竜湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,12.30 ,,
内用薬,5200075D1078,小青竜湯エキス,１ｇ,,,,太虎堂の小青竜湯エキス顆粒,太虎精堂製薬,,,,11.40 ,,
内用薬,5200075D1086,小青竜湯エキス,１ｇ,,,,ツムラ小青竜湯エキス顆粒（医療用）,ツムラ,,,,13.00 ,,
内用薬,5200075D1094,小青竜湯エキス,１ｇ,,,,テイコク小青竜湯エキス顆粒,帝國漢方製薬,,,,7.00 ,,
内用薬,5200075D1116,小青竜湯エキス,１ｇ,,,,本草小青龍湯エキス顆粒－Ｍ,本草製薬,,,,6.90 ,,
内用薬,5200075F1028,小青竜湯エキス,１錠,,,,オースギ小青竜湯エキスＴ錠,大杉製薬,,,,5.70 ,,
内用薬,5200075F1052,小青竜湯エキス,１錠,,,,クラシエ小青竜湯エキス錠,大峰堂薬品工業,,,,6.30 ,,
内用薬,5200076C1034,小半夏加茯苓湯エキス,１ｇ,,,,コタロー小半夏加茯苓湯エキス細粒,小太郎漢方製薬,,,,12.80 ,,
内用薬,5200076C1050,小半夏加茯苓湯エキス,１ｇ,,,,クラシエ小半夏加茯苓湯エキス細粒,クラシエ製薬,,,,12.90 ,,
内用薬,5200076D1030,小半夏加茯苓湯エキス,１ｇ,,,,ツムラ小半夏加茯苓湯エキス顆粒（医療用）,ツムラ,,,,10.70 ,,
内用薬,5200076D1048,小半夏加茯苓湯エキス,１ｇ,,,,テイコク小半夏加茯苓湯エキス顆粒,帝國漢方製薬,,,,7.90 ,,
内用薬,5200076D1056,小半夏加茯苓湯エキス,１ｇ,,,,本草小半夏加茯苓湯エキス顆粒－Ｍ,本草製薬,,,,6.60 ,,
内用薬,5200076D1064,小半夏加茯苓湯エキス,１ｇ,,,,オースギ小半夏加茯苓湯エキスＧ,大杉製薬,,,,19.30 ,,
内用薬,5200077C1020,消風散エキス,１ｇ,,,,コタロー消風散エキス細粒,小太郎漢方製薬,,,,7.50 ,,
内用薬,5200077D1026,消風散エキス,１ｇ,,,,オースギ消風散エキスＧ,大杉製薬,,,,7.90 ,,
内用薬,5200077D1034,消風散エキス,１ｇ,,,,ツムラ消風散エキス顆粒（医療用）,ツムラ,,,,12.20 ,,
内用薬,5200078D1020,升麻葛根湯エキス,１ｇ,,,,ツムラ升麻葛根湯エキス顆粒（医療用）,ツムラ,,,,6.30 ,,
内用薬,5200079C1020,四苓湯,１ｇ,,,,オースギ四苓湯細粒（調剤用）,大杉製薬,,,,10.80 ,,
内用薬,5200080C1030,辛夷清肺湯エキス,１ｇ,,,,コタロー辛夷清肺湯エキス細粒,小太郎漢方製薬,,,,8.50 ,,
内用薬,5200080C1049,辛夷清肺湯エキス,１ｇ,,,,クラシエ辛夷清肺湯エキス細粒,大峰堂薬品工業,,,,12.40 ,,
内用薬,5200080D1028,辛夷清肺湯エキス,１ｇ,,,,オースギ辛夷清肺湯エキスＧ,大杉製薬,,,,6.90 ,,
内用薬,5200080D1044,辛夷清肺湯エキス,１ｇ,,,,ツムラ辛夷清肺湯エキス顆粒（医療用）,ツムラ,,,,15.70 ,,
内用薬,5200081D1022,参蘇飲エキス,１ｇ,,,,太虎堂の参蘇飲エキス顆粒,太虎精堂製薬,,,,11.10 ,,
内用薬,5200081D1030,参蘇飲エキス,１ｇ,,,,ツムラ参蘇飲エキス顆粒（医療用）,ツムラ,,,,12.80 ,,
内用薬,5200082C1030,神秘湯エキス,１ｇ,,,,コタロー神秘湯エキス細粒,小太郎漢方製薬,,,,15.30 ,,
内用薬,5200082C1048,神秘湯エキス,１ｇ,,,,〔東洋〕神秘湯エキス細粒,東洋薬行,,,,16.30 ,,
内用薬,5200082C1056,神秘湯エキス,１ｇ,,,,クラシエ神秘湯エキス細粒,大峰堂薬品工業,,,,15.30 ,,
内用薬,5200082D1027,神秘湯エキス,１ｇ,,,,オースギ神秘湯エキスＧ,大杉製薬,,,,13.90 ,,
内用薬,5200082D1043,神秘湯エキス,１ｇ,,,,ツムラ神秘湯エキス顆粒（医療用）,ツムラ,,,,14.90 ,,
内用薬,5200082D1051,神秘湯エキス,１ｇ,,,,本草神秘湯エキス顆粒－Ｍ,本草製薬,,,,8.70 ,,
内用薬,5200083C1026,真武湯エキス,１ｇ,,,,コタロー真武湯エキス細粒,小太郎漢方製薬,,,,7.50 ,,
内用薬,5200083C1034,真武湯エキス,１ｇ,,,,三和真武湯エキス細粒,三和生薬,,,,11.80 ,,
内用薬,5200083D1021,真武湯エキス,１ｇ,,,,ＪＰＳ真武湯エキス顆粒〔調剤用〕,ジェーピーエス製薬,,,,6.50 ,,
内用薬,5200083D1030,真武湯エキス,１ｇ,,,,ツムラ真武湯エキス顆粒（医療用）,ツムラ,,,,8.70 ,,
内用薬,5200084D1026,清上防風湯エキス,１ｇ,,,,オースギ清上防風湯エキスＧ,大杉製薬,,,,8.40 ,,
内用薬,5200084D1034,清上防風湯エキス,１ｇ,,,,ツムラ清上防風湯エキス顆粒（医療用）,ツムラ,,,,12.50 ,,
内用薬,5200085D1020,清暑益気湯エキス,１ｇ,,,,ツムラ清暑益気湯エキス顆粒（医療用）,ツムラ,,,,21.80 ,,
内用薬,5200086C1020,清心蓮子飲エキス,１ｇ,,,,ジュンコウ　清心蓮子飲ＦＣエキス細粒　医療用,康和薬通,,,,22.50 ,,
内用薬,5200086C1038,清心蓮子飲エキス,１ｇ,,,,〔東洋〕清心連子飲エキス細粒,東洋薬行,,,,19.40 ,,
内用薬,5200086D1033,清心蓮子飲エキス,１ｇ,,,,ツムラ清心蓮子飲エキス顆粒（医療用）,ツムラ,,,,19.30 ,,
内用薬,5200087D1020,清肺湯エキス,１ｇ,,,,ツムラ清肺湯エキス顆粒（医療用）,ツムラ,,,,10.40 ,,
内用薬,5200088D1024,川きゅう茶調散エキス,１ｇ,,,,オースギ川きゅう茶調散料エキスＴＧ,大杉製薬,,,,6.50 ,,
内用薬,5200088D1032,川きゅう茶調散エキス,１ｇ,,,,ツムラ川きゅう茶調散エキス顆粒（医療用）,ツムラ,,,,8.00 ,,
内用薬,5200089D1029,疎経活血湯エキス,１ｇ,,,,オースギ疎経活血湯エキスＧ,大杉製薬,,,,6.10 ,,
内用薬,5200089D1037,疎経活血湯エキス,１ｇ,,,,太虎堂の疎経活血湯エキス顆粒,太虎精堂製薬,,,,9.80 ,,
内用薬,5200089D1045,疎経活血湯エキス,１ｇ,,,,ツムラ疎経活血湯エキス顆粒（医療用）,ツムラ,,,,9.80 ,,
内用薬,5200090D1021,大黄甘草湯エキス,１ｇ,,,,オースギ大黄甘草湯エキスＧ,大杉製薬,,,,10.00 ,,
内用薬,5200090D1030,大黄甘草湯エキス,１ｇ,,,,ツムラ大黄甘草湯エキス顆粒（医療用）,ツムラ,,,,5.40 ,,
内用薬,5200090F1022,大黄甘草湯エキス,１錠,,,,オースギ大黄甘草湯エキスＴ錠,大杉製薬,,,,5.70 ,,
内用薬,5200091C1020,大黄牡丹皮湯エキス,１ｇ,,,,コタロー大黄牡丹皮湯エキス細粒,小太郎漢方製薬,,,,7.00 ,,
内用薬,5200091D1026,大黄牡丹皮湯エキス,１ｇ,,,,ツムラ大黄牡丹皮湯エキス顆粒（医療用）,ツムラ,,,,7.90 ,,
内用薬,5200091D1034,大黄牡丹皮湯エキス,１ｇ,,,,テイコク大黄牡丹皮湯エキス顆粒,帝國漢方製薬,,,,5.30 ,,
内用薬,5200092C1025,大建中湯エキス,１ｇ,,,,コタロー大建中湯エキス細粒,小太郎漢方製薬,,,,5.90 ,,
内用薬,5200092D1020,大建中湯エキス,１ｇ,,,,ツムラ大建中湯エキス顆粒（医療用）,ツムラ,,,,9.00 ,,
内用薬,5200093C1038,大柴胡湯エキス,１ｇ,,,,コタロー大柴胡湯エキス細粒,小太郎漢方製薬,,,,14.70 ,,
内用薬,5200093C1046,大柴胡湯エキス,１ｇ,,,,三和大柴胡湯エキス細粒,三和生薬,,,,16.30 ,,
内用薬,5200093C1054,大柴胡湯エキス,１ｇ,,,,ジュンコウ　大柴胡湯ＦＣエキス細粒　医療用,康和薬通,,,,29.70 ,,
内用薬,5200093C1062,大柴胡湯エキス,１ｇ,,,,〔東洋〕大柴胡湯エキス細粒,東洋薬行,,,,22.10 ,,
